,CSD_ID,Huckel_SMI
24202,OMUHEL,CC1c2cccc3C(C)=N(c4ccccc4)->[Ru+2]4(<-[Cl-])(<-N=1c1ccccc1)(<-n1ccc(C)cc1-c1cc(C)ccn->41)<-n23
24203,OMUVUO,CC12=O->[Zn+2]<-13456(<-O=C->3(C)[O-]->4)(<-[O-]2)<-n1ccccc1-c1nc(-c2ccccn2)nc(-c2ccccn->52)n->61
24204,OMUWEZ,O=C([O-])c1cccc2C(=O)[O-]->[Co+3]345(<-NCCN->3(CCN->4)CCN->5)<-n12
24205,OMUZEC,S=C=[N-]->[Cu+]12<-N(=CC=Cc3ccccc3)c3ccccc3SCCS->1c1ccccc1N->2=CC=Cc1ccccc1
24206,ONABEM,CC(C)N1C=CN2c3ccccn3->[Pt+2](<-[C-]#Cc3ccc(C(C)(C)C)cc3)(<-[C-]#Cc3ccc(C(C)(C)C)cc3)<-[C]21
24207,ONABIQ,CC(C)N1C=CN2c3ccccn3->[Pt+2](<-[C-]#Cc3ccccc3)(<-[C-]#Cc3ccccc3)<-[C]21
24208,ONABOW,CC(C)N1C=CN2c3ccccn3->[Pt+2](<-[C-]#Cc3ccc(F)cc3)(<-[C-]#Cc3ccc(F)cc3)<-[C]21
24209,ONACAI,FC=C(F)P(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1
24210,ONACEM,FC(F)=C(Cl)P(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1
24211,ONACIQ,CCP(CC)(->[Au+]<-[Cl-])C(F)=C(F)F
24212,ONACOW,FC(F)=C(F)P(->[Au+]<-[Cl-])(C1CCCCC1)C1CCCCC1
24213,ONACUC,FC(F)(F)P(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1
24214,ONADAJ,FC(F)(F)C(F)(C(F)(F)F)P(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1
24215,ONAFIT,C[CH2-]->[Zn+2]1<-N2=C(C=C3OCC(c4ccccc4)[N-]->13)OCC2c1ccccc1
24216,ONAJAQ,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-]
24217,ONAJOD,COC(=O)C1C(=O->[IrH+2]23(<-[C-]=1C(=O)OC)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31)c1ccc(OC)cc1
24218,ONAJUJ,COC(=O)[C-]1=CC(=O->[IrH+2]<-123<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31)c1ccc(OC)cc1
24219,ONAKAQ,COC(=O)C1=C([O-]->[Ir+3]23(<-O)(<-[CH-]1C(=O)OC)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31)c1ccc(F)cc1
24220,ONAKEU,COC(=O)[CH-]1C2C(=O)[O-]->[Ir+3]<-134(<-O=C2c1ccc(C)cc1)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->31)n1c(C)cc(C)n->41
24221,ONATED,CC(C)(C)C12=O->[Zn+2]<-134(<-O)(<-O)(<-O=C->3([O-]->4)C(C)(C)C)<-[O-]2
24222,ONAXAD,CCS1c2ccccc2N2=NC(C(C)=O)=C(C)[O-]->[Ni+2]<-2<-134<-[O-]C(C)=C(N=N->3c1ccccc1S->4CC)C(C)=O
24223,ONAXEH,CCS1c2ccccc2N2=NC(C(C)=O)=C(C)[O-]->[Pt+2]<-2<-1<-[Cl-]
24224,ONAXUY,CC1(C)C2=CC3=N4->[Co+]56<-N2=C(N=C2c7ccccc7N=C(c7nc8ccccc8c(n->57)N=C4C(C)(C)C3(C)C)[N-]->62)C1(C)C
24225,ONENEC,CCC1=C(C)SC2=S->[Au-]3(<-S=C4SC(C)=C(CC)C4=S->3)<-S=C21
24226,ONEPAA,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2[N+]#[C-]->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1
24227,ONEQII,[Cl-]->[Pd+2]1(<-[Cl-])<-n2ccccc2-c2cc(-c3ccccc3)cc(-c3ccccc3)p->12
24228,ONEQOO,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2-c2cc(-c3ccccc3)cc(-c3ccccc3)p->12
24229,ONEQUU,COP12->[Pd+2](<-[Cl-])(<-[Cl-])<-n3ccccc3C1=CC(c1ccccc1)=CC2c1ccccc1
24230,ONEZOY,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2cc(-c3ccc(-c4ccccc4)cc3)cc(-c3ccccn3)n->12
24231,ONEZUE,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2cc(-c3ccc(Cl)cc3)cc(-c3ccccn3)n->12
24232,ONIBAQ,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2cc(-c3ccc(Br)cc3)cc(-c3ccccn3)n->12
24233,ONIBEU,CN(C)c1ccc(-c2cc(-c3ccccn3)n3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4ccccc4-c3c2)cc1
24234,ONIGID,[Cl-]->[Ru+4]123(<-n4ccccc4-c4cccc(-c5ccccn->15)n->24)<-[N-]1C=CN=CC1=C1N=c2c(c4ccccc4c4ccccc24)=N[N-]->31
24235,ONIKIH,CS(C)(=O)->[Pt+2]1(<-[O-]C(=O)C2([O-]->1)CC(O)C(O)C(O)C2)<-S(C)(C)=O
24236,ONIKON,CS(C)(=O)->[Pt+2]1(<-[O-]C(=O)c2ccccc2[O-]->1)<-S(C)(C)=O
24237,ONIMII,CC(=O)[O-]->[Pd+2]1(<-[c-]2ccccc2)<-n2ccc(C(C)(C)C)cc2-c2cc(C(C)(C)C)ccn->12
24238,ONINIK,O=C(Nc1ccc(Br)c2ccccc12)c1cccn(->[Hg+2](<-[Cl-])(<-[Cl-])<-n2cccc(C(=O)Nc3ccc(Br)c4ccccc34)c2)c1
24239,ONINUW,O=C(Nc1ccc(Cl)c2ccccc12)c1cccn(->[Hg+2](<-[Cl-])(<-[Cl-])<-n2cccc(C(=O)Nc3ccc(Cl)c4ccccc34)c2)c1
24240,ONIQIM,O=C1CC(c2ccccc2[N+](=O)[O-])[N-]2C(=O)c3ccccn3->[Pt+2]<-23<-n2ccccc2C[N-]->31
24241,ONIVUE,CC(C)(C)c1ccc([CH2-]->[Pt+4]2(<-[CH3-])(<-[CH3-])(<-[Br-])<-[O-][n+]3cccc4ccc5cccn->2c5c43)cc1
24242,ONIWAL,CS(C)->[Pt+2]1(<-[CH3-])<-C2=CC=CN([O-])C=2c2ccccn->12
24243,ONIWEP,[CH3-]->[Pt+2]1(<-C2=CC=CN([O-])C=2c2ccccn->12)<-n1ccccc1
24244,ONIWIS,CCP(CC)(CC)->[Rh+3]1(<-[C-]#[O+])(<-[O-][O-]->1)(<-[c-]1c(F)c(F)nc(F)c1F)<-P(CC)(CC)CC
24245,ONIWIT,[CH3-]->[Pt+2]1(<-C2=CC=CN([O-])C=2c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24246,ONIWUF,[CH3-]->[Pt+2]1(<-C2=CC=CN([O-])C=2c2ccccn2)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
24247,ONIYEQ,CC(C)C1COC2C3C4=N(->[IrH2+](<-OC3(C)C)(<-N=21)<-P(C(C)C)(C(C)C)C(C)C)C(C(C)C)CO4
24248,ONIYIU,CC1=O->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1OP->2(Oc1ccccc1)Oc1cccc[c-]->31)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24249,ONOGAA,COc1ccccc1C=N1[O-]->[Ti+4]<-1234(<-[O-]N->2=Cc1ccccc1OC)(<-[O-]N->3=Cc1ccccc1OC)<-[O-]N->4=Cc1ccccc1OC
24250,ONOGEE,COc1ccc(C=N2[O-]->[Ti+4]<-2345(<-[O-]N->3=Cc2ccc(OC)cc2)(<-[O-]N->4=Cc2ccc(OC)cc2)<-[O-]N->5=Cc2ccc(OC)cc2)cc1
24251,ONOGUU,O=C1[O-]->[Zn+2]2(<-O)(<-O)(<-[O-]C(=O)c3cscn->23)<-n2cscc21
24252,ONOHAB,O=C1[O-]->[Zn+2]2(<-O)(<-O)(<-[O-]C(=O)c3sccn->23)<-n2ccsc21
24253,ONOHUV,O=C1[O-]->[Zn+2]2(<-O)(<-[O-]C(=O)c3csc(-c4ccccn4)n->23)<-n2c1csc2-c1ccccn1
24254,ONOJAE,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2cn(Cc3ccccc3)nn->12
24255,ONOJEH,[Cl-]->[Zn+2](<-[Cl-])(<-n1ccsc1)<-n1ccsc1
24256,ONOJEI,CN(C)c1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccccc3-c3cn(Cc4ccccc4)nn->23)cc1
24257,ONOLUZ,CCN(CC)C1N=C(c2ccccc2)[N-]2c3ccccc3[O-]->[Re+5]<-2(<-[O-2])(<-[O-]C)<-S=1
24258,ONOWEV,COc1cccc2O(C)->[Pd+2]3(<-[Cl-])<-[c-]4cccc5c4C(ON->3=Cc12)c1ccccc1-5
24259,ONOXEW,CC(C)N(C(C)C)P1(=O->[Pd+2](<-[CH3-])(<-[Cl-])<-P(c2ccccc2)(c2ccccc2)c2ccccc21)c1ccccc1
24260,ONOYAT,O=C([O-]->[Pd+2](<-[O-]C(=O)c1ccccc1)(<-n1ccccc1)<-n1ccccc1)c1ccccc1
24261,ONOZEY,Cn1c(=[Se]->[Hg+2](<-[Cl-])(<-[Se]=c2[nH]c3ccccc3n2C)<-[Se]=c2[nH]c3ccccc3n2C)[nH]c2ccccc21
24262,ONOZOI,Cn1c(=[Se]->[Hg+2]23(<-[Se]=c4[nH]c5ccccc5n4C)(<-[Se]=c4n(C)c5ccccc5[n-]->24)<-[Se]=c2n(C)c4ccccc4[n-]->32)[nH]c2ccccc21
24263,ONUHIQ,Fc1c(F)c(F)c(C2=C3C=CC4=N3->[Cu+]35<-N6=C2C=CC6=C2C=CC(=N->32)C(c2c(F)c(F)c(F)c(F)c2F)=c2ccc([n-]->52)=C4c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
24264,ONUJEO,CC#N->[Cu+]12<-n3c(C(F)(F)F)c(Br)c(C(F)(F)F)n3[BH-](n3c(C(F)(F)F)c(Br)c(C(F)(F)F)n->13)n1c(C(F)(F)F)c(Br)c(C(F)(F)F)n->21
24265,ONUJIS,FC(F)(F)c1c(Br)c(C(F)(F)F)n2->[Ag+]3(<-n4c(C(F)(F)F)c(Br)c(C(F)(F)F)n4[BH-](n12)n1c(C(F)(F)F)c(Br)c(C(F)(F)F)n->31)<-O1CCCC1
24266,ONUMIU,CN(C)C1=NN(=C(N(C)C)N(C)C)->[Zn+2](<-[Cl-])(<-[Cl-])<-N1(C)C
24267,ONUMUG,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C2N(C)CCN2C)c2ccccc2N->1=C1N(C)CCN1C
24268,ONUNAN,CN(C)C(=[NH+]N(=C(N(C)C)N(C)C)->[Zn+2](<-[Cl-])(<-[Cl-])<-[Cl-])N(C)C
24269,ONUNER,C[CH2-]->[Zn+2](<-[CH2-]C)<-N(N=C(N(C)C)N(C)C)=C(N(C)C)N(C)C
24270,ONUNIV,CN1CCN(C)C1=[NH+]N(=C1N(C)CCN1C)->[Zn+2](<-[Cl-])(<-[Cl-])<-[Cl-]
24271,ONUXAY,CC(C)(C)N1N=CN(N2CC2(C)C)[C]1->[Au+]<-[C]1N(N2CC2(C)C)C=NN1C(C)(C)C
24272,ONUZON,Clc1ccc(C2=NC(=N->[Pd+2]3(<-N=C(N=C([NH-]->3)c3ccc(Cl)cc3)c3ccc(Cl)cc3)<-[NH-]2)c2ccc(Cl)cc2)cc1
24273,OPABIR,C[Si](C)(C)C([Si](C)(C)C)P(Cl)(C(=O)c1ccccc1)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
24274,OPABOX,C[Si](C)(C)C(P(=C(OC(=O)c1ccccc1)c1ccccc1)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])[Si](C)(C)C
24275,OPACOY,CC1=CC(C)=N(Cc2ccccc2)->[Zn+2]2(<-N(Cc3cccnc3)=C(C)C=C(C)[N-]->2Cc2cccnc2)<-[N-]1Cc1ccccc1
24276,OPADAL,[I-]->[Pt+2]1(<-[I-])<-[C]2N(Cc3ccccc3)C=NN2Cc2ccccc2CN2N=CN(Cc3ccccc3)[C]->12
24277,OPADEP,CCCCN1N=CN2Cc3ccccc3CN3C=NN(CCCC)[C]3->[Pt+2](<-[I-])(<-[I-])<-[C]21
24278,OPADIT,CCCCN1N=CN2Cc3ccccc3CN3C=NN(CCCC)[C]3->[Pt+2](<-[O-]C(=O)C(F)(F)F)(<-[O-]C(=O)C(F)(F)F)<-[C]21
24279,OPAFUH,Cc1nnn2->[Hg+2](<-[CH3-])<-[n-]12
24280,OPAGES,Fc1c(F)c(F)c(-c2nnn[n-]2->[Hg+2]<-[c-]2ccccc2)c(F)c1F
24281,OPAGIW,Cc1nnn2->[Hg+2](<-[c-]3ccccc3)<-[n-]12
24282,OPALEY,CC(=O)[O-]->[Pd+2]1(<-[O-]C(C)=O)<-n2c(C)cccc2-c2cccc(C)n->12
24283,OPALOH,[O-2]->[V+5]12(<-[O-2])<-[O-]c3ccc(Cl)cc3C=N->1CCN->21CCOCC1
24284,OPAQIG,[Cl-]->[Fe+2]123(<-[Cl-])<-n4ccccc4-c4ccnc(Sc5nccc(-c6ccccn->16)n->25)n->34
24285,OPARAZ,CC(C)C1(C)N=C2c3c(C(=O)O)cccn3->[Zn+2]3(<-O)(<-O)(<-n4cccc(C(=O)O)c4C4=NC(C)(C(C)C)C(=O)[N-]->34)<-[N-]2C1=O
24286,OPASAA,Cc1cc(C)c(N2=C(c3ccccn3)c3ccccn3->[Pd+2]<-2(<-[Cl-])<-[Cl-])c(C)c1
24287,OPAVIM,Oc1cccc2-c3cccc4-c5cccc(O)n5->[Ru+2](<-[Cl-])(<-[Cl-])(<-n12)(<-n34)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24288,OPAWEI,C1c2ccccn2->[Ni+2]23(<-[O-]C(=N[N+]=1[O-]->2)c1ccccc1)<-n1ccccc1-c1sc2ccccc2n->31
24289,OPAWEJ,CP(C)(C)->[Ru+2]12(<-[Cl-])(<-n3c(O)cccc3-c3cccc(-c4cccc(O)n->14)n->23)<-P(C)(C)C
24290,OPECET,Cc1cc(C)n2->[Cd+2]345(<-O=N[O-]->3)(<-O=N[O-]->4)<-n3cccc4ccc6ccc(-n12)n->5c6c43
24291,OPEJAW,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Ag+]<-[I-]
24292,OPEKAX,CC(C)N1CCN(C(C)C)C2=S->[Pd]3(<-S=C4SC(=S)SC4=S->3)<-S=C21
24293,OPEKEB,CC(C)N1CCN(C(C)C)C2=S->[Pt]3(<-S=C4SC(=S)SC4=S->3)<-S=C21
24294,OPEKOL,CCN(CC)(CC)->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(c2c(C)cc(C)cc2C)C=CN1c1c(C)cc(C)cc1C
24295,OPEKUR,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Ir+]<-14(<-C=C->4)<-[c-]23)C(C)(C)C
24296,OPEPOP,[Cl-]->[Au+]<-S1CSCSC1
24297,OPEREH,Cc1cc(C)n2->[Pd+2]34(<-[Cl-])<-[CH-](Cn12)C->3(=O)n1c(C)cc(C)n->41
24298,OPEREI,CC1=C(C)N(C)[C](->[Pd+2](<-[C]2N(C)C(C)=C(C)N2C)(<-[Si-](C)(C)c2ccccc2)<-[Si-](C)(C)c2ccccc2)N1C
24299,OPEROS,CC1=C(C)N(C)[C](->[Pd](<-B2=[O+]C(C)(C)C(C)(C)O2)(<-[C]2N(C)C(C)=C(C)N2C)<-[Si-](C)(C)c2ccccc2)N1C
24300,OPEVAH,O=Cc1cccn(->[Ag+]2(<-[O-][N+](=O)[O-]->2)<-n2cccc(C=O)c2)c1
24301,OPEWIR,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Ag+]123<-O=S->1(=O->2)([O-]->3)C(F)(F)F
24302,OPICEW,Cc1cc(C)c(P2=C(c3ccccc3)C(C)(C)C3=N(->[Pd+2]<-2(<-[Cl-])<-[Cl-])C(C(C)C)CO3)c(C)c1
24303,OPIDIB,C1=CC2=S->[V-]34(<-S=C2C=C1)(<-S=C1C=CC=CC1=S->3)<-S=C1C=CC=CC1=S->4
24304,OPIFID,CC(C)c1cccc(C(C)C)c1[N-]1c2cc(C(C)(C)C)cc(C(C)(C)C)c2[O-]->[Zn+4]<-1(<-[I-])<-[I-]
24305,OPIHAX,Cc1cc2-n3c(C)cc(C)n3->[Zn+2](<-[Cl-])(<-[Cl-])<-n2c2ccccc12
24306,OPIQAH,[Cl-]->[Pd+2]12<-[c-]3c(COP->1(c1ccccc1)c1ccccc1)cccc3-c1ccccn->21
24307,OPIQUA,Cc1cccc(C)c1[N+]#[C-]->[Au+]<-[S-]c1ccccc1
24308,OPIVOZ,[Cl-]->[Zn+2]1(<-[Cl-])<-N(=Cc2ccco2)CCN->1CCN=Cc1ccco1
24309,OPIYAO,CC1c2ccccn2->[Zn+2](<-[I-])(<-[I-])<-N=1CCN(C)C
24310,OPOGEG,O=C1[O-]->[Ir+3]23(<-[c-]4ccccc4-c4ccccn->24)(<-[c-]2ccccc2-c2ccccn->32)<-n2c1cn1ccccc12
24311,OPOGIK,O=C1[O-]->[Ir+3]23(<-[c-]4ccccc4-c4ccccn->24)(<-[c-]2ccccc2-c2ccccn->32)<-n2c1cn1ccsc12
24312,OPOJAG,CN1(C)Cc2cccc3-c4ccccn4->[Pd+2]<-1(<-[Cl-])<-[c-]23
24313,OPOJEK,CCN1(CC)Cc2cccc3-c4ccccn4->[Pd+2]<-1(<-[Cl-])<-[c-]23
24314,OPOJIO,[Cl-]->[Pd+2]12<-[c-]3c(CN->14CCOCC4)cccc3-c1ccccn->21
24315,OPOKAG,O=C1c2cccc3C(=O)[N-](c4ccccc4O)->[Pd+2](<-[Cl-])(<-n23)<-[N-]1c1ccccc1O
24316,OPOLUC,Nc1[nH]nc2C(=O)[O-]->[Zn+2]3(<-O)(<-[O-]C(=O)c4n[nH]c(N)n->34)<-n21
24317,OPOXUO,C1=C2C=CC=CC2=O->[Ni]23<-O=C4C=CC=CC4=C=N->2c2ccccc2N->3=1
24318,OPUBAD,[Cl-]->[Ni+2]12(<-[Cl-])(<-n3ccccc3-c3nc(-c4ccccc4)c(-c4ccccc4)nn->13)<-n1ccccc1-c1nc(-c3ccccc3)c(-c3ccccc3)nn->21
24319,OPUFIQ,O=C(O)c1cc2C(=O)[O-]->[Cu+](<-n2[nH]1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24320,OPUHUD,CC1=N(->[Ag+]<-[N-]2C(=O)c3ccccc3S2(=O)=O)CCC1
24321,OPUJOZ,CCN1(CC)CCN2=C(c3ccccc3)c3ccccn3->[Zn+2]<-2<-1(<-[N-]=C=S)<-[N-]=C=S
24322,OPUKAM,CCN(CC)CCN(=C(c1ccccc1)c1ccccn1)->[Hg+2](<-[S-]C#N)<-[S-]C#N
24323,OPUKIU,CC(c1ccccc1)N1CC2CCCN2->[Zn+2]<-1(<-[Cl-])<-[Cl-]
24324,OPUMOC,[Cl-]->[Sc+3]12(<-[S-]P(c3ccccc3)(c3ccccc3)=C->1=P([S-]->2)(c1ccccc1)c1ccccc1)(<-n1ccccc1)<-n1ccccc1
24325,OPUSOJ,Cc1cc(C)c(CN2CCN(Cc3c(C)cc(C)cc3C)->[Co+3]<-2(<-[N-]=O)<-[N-]=O)c(C)c1
24326,OPUSUP,Cc1cc(C)c(CN2CCN3CCN(Cc4c(C)cc(C)cc4C)->[Co+3]<-3<-2(<-[Cl-])<-[N-]=O)c(C)c1
24327,OPUXOO,CC(C)(C)P1(C=C[N-]2C=CP(C(C)(C)C)(C(C)(C)C)->[Ir+]<-2<-1<-N#N)C(C)(C)C
24328,OPUYAB,CC(C)(C)P1(C=C[N-]2C=CP(C(C)(C)C)(C(C)(C)C)->[Ir+5]<-2<-1<-[N-3])C(C)(C)C
24329,OPUZOQ,Cc1cc(C)c(C)c(B2=B(N([Si](C)(C)C)[Si](C)(C)C)->[Fe]<-2(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1C
24330,OPXMOL,CC(O)C(=O->[Mo+6]12(<-[O-2])(<-[O-][O-]->1)<-[O-][O-]->2)N(C)C
24331,OQAGEU,Brc1cc(Br)c(N2=Nc3c([O-]->[Pd+2]<-24<-[O-]c2ccc5ccccc5c2N=N->4c2c(Br)cc(Br)cc2Br)ccc2ccccc32)c(Br)c1
24332,OQAGUJ,CC1c2c(ccc3-c4ccccc4-c4ccccc4-c4ccc5c(n4->[Cu+](<-[I-])<-n32)C(C)C2CC5C2(C)C)C2CC1C2(C)C
24333,OQAJOG,[I-]->[Cd+2]12(<-[I-])<-n3ccccc3-c3cc(-c4cccs4)cc(-c4ccccn->14)n->23
24334,OQALIC,CN1C=CN2CC(O)CN3C=CN(C)[C]3->[Pd+2](<-[Br-])(<-[Br-])<-[C]12
24335,OQAPED,[Cl-]->[Au+]<-P(C12CC3CC(CC(C3)C1)C2)(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2
24336,OQAPUT,CC(C)(C)P1(Cc2cccc3CP(C(C)(C)C)(C(C)(C)C)->[IrH+2]<-14(<-[O-]C(=O)O[C-]->4=O)<-n23)C(C)(C)C
24337,OQECOD,Cc1ccc(N->[Zn+2](<-[Cl-])(<-[Cl-])<-Nc2ccc(C)c3occc(=O)c23)c2c(=O)ccoc12
24338,OQEGUN,F[B-]12ON3->[Fe+2]4567<-N(=C(c8ccccc8)C(c8ccccc8)=N->4O[B-](F)(ON->5=C(c4ccccc4)C(c4ccccc4)=N->6O1)ON->7=C(C1COCCO1)C=3Cl)O2
24339,OQEHUO,Fc1cc(F)c(F)c([S-]->[Os+4](<-[S-]c2c(F)c(F)cc(F)c2F)(<-[S-]c2c(F)c(F)cc(F)c2F)(<-[S-]c2c(F)c(F)cc(F)c2F)<-P(c2ccccc2)(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c1F
24340,OQEKAX,O=C1c2ccccc2S(=O)(=O)[N-]1->[Pd+2]1(<-n2ccccc2Nc2ccccn->12)<-[N-]1C(=O)c2ccccc2S1(=O)=O
24341,OQEKEB,O=C1c2ccccc2S(=O)(=O)[N-]1->[Pt+2]1(<-n2ccccc2Nc2ccccn->12)<-[N-]1C(=O)c2ccccc2S1(=O)=O
24342,OQENEE,CCN(CC)C(C)=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N=C(C)N(CC)CC
24343,OQENOO,[Br-]->[Ni+2]12<-S=C(NCc3ccccc3)c3ccc(C(NCc4ccccc4)=S->1)[n-]->23
24344,OQENUU,[Br-]->[Ni+2]12<-S=C(NCc3ccccc3)C3=CC=CC(=C(NCc4ccccc4)[S-]->1)[C]->23
24345,OQEPIK,COc1cccc(OC)[c-]1->[Au+]<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C
24346,OQEWIS,CC(C)(C)N1C(=S)SC2=S->[Au-]3(<-S=C4SC(=S)N(C(C)(C)C)C4=S->3)<-S=C21
24347,OQIFOL,Cc1cc(C)c(C)c(CN2C=N(->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=CN(Cc4c(C)c(C)cc(C)c4C)CC3)CC2)c1C
24348,OQIHON,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-N)<-[c-]23)C(C)C
24349,OQIHUT,COC(=O)c1cc2OP(C(C)C)(C(C)C)->[Ni+2]3(<-N)<-[c-]2c(OP->3(C(C)C)C(C)C)c1
24350,OQIJAB,C=CC#N->[Ni+2]12<-[c-]3c(OP->1(C(C)C)C(C)C)cc(C(=O)OC)cc3OP->2(C(C)C)C(C)C
24351,OQIKEF,N#C1[S-]->[Pd+2]<-123<-S=C(N)N=N->2C=C1C=CC=C[N-]->31
24352,OQILEH,CC1SC2=S->[Au-]3(<-S=C2SC1C)<-S=C1SC(C)C(C)SC1=S->3
24353,OQILUX,CC1SC2=S->[Ni]3(<-S=C2SC1C)<-S=C1SC(C)C(C)SC1=S->3
24354,OQININ,CC(C)N(c1c(P(c2ccccc2)(c2ccccc2)->[Pt+2](<-[Cl-])(<-[Cl-])<-[Cl-])c1=[N+](C(C)C)C(C)C)C(C)C
24355,OQITAK,[O-]c1ccc2C(c3c(F)c(F)c(F)c(F)c3F)=c3ccc4=C(c5c(F)c(F)c(F)c(F)c5F)c5ccc[n-]5->[Zn+4](<-O)(<-O)(<-[n-]12)<-[n-]43
24356,OQOBOM,CSC1=NN2=C(C)c3ccccc3[O-]->[Ni+2]<-2(<-[NH-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24357,OQOBUS,CNC1=NN2=C(C)c3ccccc3[O-]->[Ni+2]<-2(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24358,OQOCAZ,O=C(c1ccccc1)c1ccccc1C12=O->[Zn+2]<-1345(<-O=C->3([O-]->4)c1ccccc1C(=O)c1ccccc1)(<-[O-]2)<-n1cccc2ccc3cccn->5c3c21
24359,OQODOO,COc1cccc2C=N3N=C([O-]->[V+5]<-3(<-[O-2])(<-[O-]C)<-[O-]c21)c1cc2ccccc2cc1O
24360,OQODUU,C[O-]->[V+5]12(<-[O-2])<-[O-]C(=NN->1=Cc1ccccc1[O-]->2)c1cc2ccccc2cc1O
24361,OQOKUB,COC(=O)c1ccc2-c3ccc(C(=O)OC)cn3->[Mo+6](<-[O-2])(<-[O-2])(<-[Br-])(<-[Br-])<-n2c1
24362,OQOLAI,CCOC(=O)c1ccn2->[Mo+6](<-[O-2])(<-[O-2])(<-[Br-])(<-[Br-])<-n3ccc(C(=O)OCC)cc3-c2c1
24363,OQOLEM,CCOC(=O)c1ccc2-c3ccc(C(=O)OCC)cn3->[Mo+6](<-[O-2])(<-[O-2])(<-[Br-])(<-[Br-])<-n2c1
24364,OQOLUC,COC(=O)C1=C2C3=C(C(O)C(C)O)->[Fe]<-1<-2<-3(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
24365,OQOZAW,CC(C)(C)P1(Oc2cccc3OP4(C(C)(C)C)C(C)(C)[CH2-]->[Ir+3]<-1<-4(<-[Cl-])(<-[C-]#[O+])<-[c-]23)C(C)(C)C
24366,OQUBAF,CC(C)(C)P1(C=C2C=CC=C3CP(C(C)(C)C)(C(C)(C)C)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]23)C(C)(C)C
